Congregate Meals,Home Meals,NFCSP,Preventive Services,Supportive Services,pop60,scenarioId,scenario,scenarioDesc,State,Year,Total Title III,id
343796,238255,132796,5650,5650,124119,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,North Carolina,2017,827717,37
19112,33608,14324,-1388,-1388,6438,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,North Dakota,2017,41347,38
-163938,259632,33852,-11032,-11032,109975,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Ohio,2017,-73813,39
-50808,77575,25854,-3398,-3398,34391,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Oklahoma,2017,-10330,40
250029,155628,117305,5037,5037,68982,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Oregon,2017,618878,41
-212798,309826,21730,-13444,-13444,129915,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Pennsylvania,2017,-143571,42
19112,33608,14324,-1388,-1388,11560,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Rhode Island,2017,41347,44
282852,177398,139483,10781,10781,77456,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,South Carolina,2017,800489,45
19112,33608,14324,-1388,-1388,9754,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,South Dakota,2017,41347,46
277639,184476,104376,-5502,-5502,76570,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Tennessee,2017,466887,47
1182768,741115,648017,22301,22301,330181,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Texas,2017,2998806,48
136650,82914,53374,6776,6776,34952,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Utah,2017,397845,49
19112,33608,14324,-1388,-1388,9178,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Vermont,2017,41347,50
380624,244692,182044,-6400,-6400,103328,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Virginia,2017,691482,51
332716,213725,218388,9726,9726,98191,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Washington,2017,948321,53
-33060,38633,4618,-2022,-2022,18567,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,West Virginia,2017,-30439,54
253160,167553,31970,-5167,-5167,74801,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Wisconsin,2017,358562,55
19112,33608,14324,-1388,-1388,9559,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Wyoming,2017,41347,56
238263,139330,60559,-7481,-7481,51692,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Alabama,2018,302728,1
-2859,22516,6944,-2361,-2361,8997,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Alaska,2018,-17110,2
381941,219621,99885,22865,22865,108495,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Arizona,2018,1124544,4
-23872,67258,6954,-4751,-4751,26341,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Arkansas,2018,-37306,5
2075496,1179732,626176,-34353,-34353,503881,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,California,2018,3303833,6
338658,189822,257806,36643,36643,89247,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Colorado,2018,1455986,8
-104306,77841,-5566,-5864,-5864,28393,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Connecticut,2018,-142180,9
-2859,22516,6944,-2361,-2361,13321,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Delaware,2018,-17110,10
-2859,22516,6944,-2361,-2361,3229,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,District of Columbia,2018,-17110,11
1334073,766317,207547,-34969,-34969,325419,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Florida,2018,1674832,12
540435,306461,398994,42497,42497,138625,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Georgia,2018,2026634,13
-2859,22516,6944,-2361,-2361,18516,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Hawaii,2018,-17110,15
-2859,31597,6944,-2361,-2361,29224,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Idaho,2018,-8029,16
-344003,296955,54230,-18885,-18885,127686,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Illinois,2018,-355616,17
254946,152699,49757,-9589,-9589,67955,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Indiana,2018,283788,18
-101123,68504,-11685,-5215,-5215,26889,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Iowa,2018,-150407,19
-81391,87272,-799,-4305,-4305,33494,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Kansas,2018,-80506,20
157768,96158,70739,-6564,-6564,45012,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Kentucky,2018,205839,21
185886,115487,95027,-6639,-6639,49020,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Louisiana,2018,276206,22
20869,41536,18405,-2366,-2366,18318,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Maine,2018,37094,23
263707,154484,127731,-8110,-8110,70827,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Maryland,2018,399123,24
-194628,181869,13202,-10451,-10451,77624,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Massachusetts,2018,-204379,25
477317,280512,105788,-15580,-15580,116847,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Michigan,2018,581530,26
230893,136602,21950,-7613,-7613,66176,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Minnesota,2018,251614,27
-30146,59381,24095,-4407,-4407,26034,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Mississippi,2018,-28568,28
-68280,158479,8869,-9503,-9503,61282,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Missouri,2018,-78982,29
-2859,22516,6944,-2361,-2361,15210,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Montana,2018,-17110,30
-54504,35299,-2723,-2805,-2805,16724,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Nebraska,2018,-79073,31
178238,100586,113020,14558,14558,44013,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Nevada,2018,659001,32
-2859,22516,6944,-2361,-2361,20644,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,New Hampshire,2018,-17110,33
-242591,234813,-5984,-13941,-13941,86476,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,New Jersey,2018,-270705,34
158467,88513,60541,5025,5025,26881,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,New Mexico,2018,401333,35
-576382,424717,-33611,-30906,-30906,174412,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,New York,2018,-791153,36
408957,243263,174953,22408,22408,124119,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,North Carolina,2018,1245654,37
-2859,22516,6944,-2361,-2361,6438,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,North Dakota,2018,-17110,38
-112128,265848,-14258,-18766,-18766,109975,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Ohio,2018,-206451,39
-34732,79502,8585,-5780,-5780,34391,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Oklahoma,2018,-53725,40
279087,157862,136104,12510,12510,68982,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Oregon,2018,805250,41
-423468,317116,-45388,-22868,-22868,129915,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Pennsylvania,2018,-597960,42
-2859,22516,6944,-2361,-2361,11560,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Rhode Island,2018,-17110,44
317116,180032,161650,19593,19593,77456,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,South Carolina,2018,1020256,45
-2859,22516,6944,-2361,-2361,9754,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,South Dakota,2018,-17110,46
322021,187887,133090,-6663,-6663,76570,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Tennessee,2018,531077,47
1325332,752073,740250,58964,58964,330181,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Texas,2018,3913193,48
150306,83964,62209,10288,10288,34952,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Utah,2018,485432,49
-2859,22516,6944,-2361,-2361,9178,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Vermont,2018,-17110,50
432938,248713,215889,-1865,-1865,103328,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Virginia,2018,874027,51
378271,217227,247860,21441,21441,98191,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Washington,2018,1240504,53
-65789,39765,12768,-3439,-3439,18567,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,West Virginia,2018,-82367,54
292946,170611,22608,-8789,-8789,74801,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Wisconsin,2018,326066,55
-2859,22516,6944,-2361,-2361,9559,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Wyoming,2018,-17110,56
265562,141827,70515,-10533,-10533,51692,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Alabama,2019,287229,1
-24611,11535,-362,-3324,-3324,8997,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Alaska,2019,-74982,2
419946,223098,67176,29217,29217,108495,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Arizona,2019,1250253,4
-7080,68794,-3562,-6689,-6689,26341,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Arkansas,2019,-65252,5
2260850,1196688,693774,-3373,-3373,503881,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,California,2019,4144054,6
364772,192211,267330,41007,41007,89247,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Colorado,2019,1574363,8
-155678,79696,-22687,-8257,-8257,28393,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Connecticut,2019,-253758,9
-24611,11535,-362,-3324,-3324,13321,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Delaware,2019,-74982,10
-24611,11535,-362,-3324,-3324,3229,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,District of Columbia,2019,-74982,11
1465591,778348,88527,-44424,-44424,325419,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Florida,2019,1566423,12
587577,310774,416187,50376,50376,138625,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Georgia,2019,2240335,13
-24611,11535,-362,-3324,-3324,18516,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Hawaii,2019,-74982,15
-11824,32397,7611,-3324,-3324,29224,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Idaho,2019,-33360,16
-513429,303016,78394,-26590,-26590,127686,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Illinois,2019,-642834,17
289735,155881,62445,-13502,-13502,67955,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Indiana,2019,263614,18
-150927,70136,-27126,-7343,-7343,26889,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Iowa,2019,-257309,19
-121477,88683,3843,-6061,-6061,33494,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Kansas,2019,-149458,20
181865,98362,79528,-9242,-9242,45012,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Kentucky,2019,192449,21
209542,117651,103655,-9348,-9348,49020,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Louisiana,2019,261616,22
29788,42352,21658,-2732,-2732,18318,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Maine,2019,32846,23
294345,157286,138905,-8762,-8762,70827,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Maryland,2019,440820,24
-290485,185287,26828,-14715,-14715,77624,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Massachusetts,2019,-366757,25
534150,285711,126515,-21937,-21937,116847,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Michigan,2019,549200,26
259790,139245,32488,-6830,-6830,66176,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Minnesota,2019,316278,27
-14485,60814,29807,-6205,-6205,26034,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Mississippi,2019,-39175,28
-34212,161595,-1164,-13380,-13380,61282,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Missouri,2019,-124473,29
-24611,11535,-362,-3324,-3324,15210,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Montana,2019,-74982,30
-81347,36204,-11151,-3949,-3949,16724,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Nebraska,2019,-136753,31
193035,101940,118416,17031,17031,44013,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Nevada,2019,726076,32
-24611,11535,-362,-3324,-3324,20644,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,New Hampshire,2019,-74982,33
-259556,239222,-6957,-19629,-19629,86476,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,New Jersey,2019,-389064,34
170209,89587,64823,6988,6988,26881,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,New Mexico,2019,454563,35
-860257,434413,-58660,-43515,-43515,174412,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,New York,2019,-1337571,36
462167,248131,194359,31301,31301,124119,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,North Carolina,2019,1486859,37
-24611,11535,-362,-3324,-3324,6438,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,North Dakota,2019,-74982,38
-46083,271890,9829,-26423,-26423,109975,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Ohio,2019,-251406,39
-14263,81374,9328,-8138,-8138,34391,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Oklahoma,2019,-74328,40
302815,160032,144758,16476,16476,68982,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Oregon,2019,912811,41
-632031,324201,-111835,-32198,-32198,129915,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Pennsylvania,2019,-1047938,42
-24611,11535,-362,-3324,-3324,11560,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Rhode Island,2019,-74982,44
345096,182591,171855,24269,24269,77456,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,South Carolina,2019,1147091,45
-24611,11535,-362,-3324,-3324,9754,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,South Dakota,2019,-74982,46
358263,191202,146308,-605,-605,76570,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Tennessee,2019,695366,47
1441749,762722,782707,78422,78422,330181,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Texas,2019,4440917,48
161457,84984,66276,12152,12152,34952,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Utah,2019,535981,49
-24611,11535,-362,-3324,-3324,9178,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Vermont,2019,-74982,50
475658,252621,231469,5275,5275,103328,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Virginia,2019,1067678,51
415471,220630,261427,27658,27658,98191,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Washington,2019,1409133,53
-98191,40864,17152,-4842,-4842,18567,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,West Virginia,2019,-137482,54
325434,173583,34457,-12375,-12375,74801,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Wisconsin,2019,308057,55
-24611,11535,-362,-3324,-3324,9559,2,Hold Harmless Provision - Reauthorization,The Current Senate Bill reformulates the Hold Harmless Clause. Worst case States will receive 99% of their current funding.,Wyoming,2019,-74982,56
138874,123377,62572,-1284,-1284,51692,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Alabama,2016,301582,1
41305,44812,21779,-405,-405,8997,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Alaska,2016,100395,2
334288,244444,166299,-1561,-1561,108495,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Arizona,2016,716759,4
0,65809,35658,-815,-815,26341,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Arkansas,2016,86426,5
1461781,1103099,556180,-8216,-8216,503881,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,California,2016,2972324,6
235470,170355,85585,-987,-987,89247,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Colorado,2016,473540,8
0,77592,29197,-1006,-1006,28393,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Connecticut,2016,87886,9
41305,44812,21779,-405,-405,13321,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Delaware,2016,100395,10
41305,44812,21779,-405,-405,3229,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,District of Columbia,2016,100395,11
957029,742230,449206,-6001,-6001,325419,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Florida,2016,2039812,12
368228,278615,158617,-1879,-1879,138625,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Georgia,2016,771441,13
41305,44812,21779,-405,-405,18516,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Hawaii,2016,100395,15
41305,44812,21779,-405,-405,29224,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Idaho,2016,100395,16
0,288186,107145,-3241,-3241,127686,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Illinois,2016,333068,17
177533,157902,61639,-1645,-1645,67955,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Indiana,2016,367279,18
0,71797,19667,-895,-895,26889,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Iowa,2016,73255,19
0,68043,25274,-739,-739,33494,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Kansas,2016,78629,20
125020,110584,49917,-1127,-1127,45012,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Kentucky,2016,265128,21
128299,116460,47448,-1139,-1139,49020,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Louisiana,2016,271580,22
41305,44667,21779,-406,-406,18318,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Maine,2016,100249,23
176792,149349,75862,-1392,-1392,70827,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Maryland,2016,376810,24
0,163222,64991,-1794,-1794,77624,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Massachusetts,2016,193061,25
286087,255432,104130,-2673,-2673,116847,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Michigan,2016,597238,26
179600,147666,60562,-1306,-1306,66176,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Minnesota,2016,364174,27
0,71581,32502,-756,-756,26034,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Mississippi,2016,90028,28
0,146593,66873,-1631,-1631,61282,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Missouri,2016,182909,29
41305,44812,21779,-405,-405,15210,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Montana,2016,100395,30
0,43815,14389,-481,-481,16724,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Nebraska,2016,48397,31
143101,101652,64259,-585,-585,44013,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Nevada,2016,298425,32
41305,44812,21779,-405,-405,20644,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,New Hampshire,2016,100395,33
0,199381,75811,-2393,-2393,86476,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,New Jersey,2016,231095,34
70119,58011,34120,-491,-491,26881,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,New Mexico,2016,153363,35
0,410494,146723,-5304,-5304,174412,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,New York,2016,453236,36
369176,291986,165327,-2225,-2225,124119,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,North Carolina,2016,786194,37
41305,44812,21779,-405,-405,6438,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,North Dakota,2016,100395,38
0,278968,89838,-3220,-3220,109975,3,Hold Harmless Provision - Reauthorization + 25 millions ,NA,Ohio,2016,309441,39
